学号,薪资大小,地区水平A,地区水平B,地区水平C,地区水平D,地区水平E,地区水平F,相对高,相对中,相对低
3216067,0,0,0,0,0,0,0,0,0,0
3223921,0,0,0,0,0,0,0,0,0,0
3236029,0,0,0,0,0,0,0,0,0,0
3236611,0,0,0,0,0,0,0,0,0,0
3238209,0,0,0,0,0,0,0,0,0,0
3262727,0,0,0,0,0,0,0,0,0,0
3287203,0,0,0,0,0,0,0,0,0,0
3292236,0,0,0,0,0,0,0,0,0,0
3292868,0.199376947,1,0,0,0,0,0,0,0,1
3296718,0.323987539,0,0,1,0,0,0,0,1,0
3299292,0,0,0,0,0,0,0,0,0,0
3310362,0,0,0,0,0,0,0,0,0,0
3332838,0,0,0,0,0,0,0,0,0,0
3342947,0,0,0,0,0,0,0,0,0,0
3482623,0,0,0,0,0,0,0,0,0,0
3495937,0,0,0,0,0,0,0,0,0,0
3728162,0,0,0,0,0,0,0,0,0,0
3784134,0.256341789,0,0,0,0,1,0,0,0,1
3799912,0.598130841,1,0,0,0,0,0,0,1,0
3828939,0.822429907,1,0,0,0,0,0,1,0,0
3832349,0,0,0,0,0,0,0,0,0,0
3839607,0,0,0,0,0,0,0,0,0,0
3839927,0,0,0,0,0,0,0,0,0,0
3882319,0,0,0,0,0,0,0,0,0,0
3892161,0,0,0,0,0,0,0,0,0,0
3971079,0.498442367,1,0,0,0,0,0,0,1,0
3998920,0.598130841,0,1,0,0,0,0,0,1,0
4126238,0,0,0,0,0,0,0,0,0,0
4129902,0,0,0,0,0,0,0,0,0,0
4163827,0.598130841,1,0,0,0,0,0,0,1,0
4186290,0.245660881,0,1,0,0,0,0,0,0,1
4196561,0,0,0,0,0,0,0,0,0,0
4203248,0,0,0,0,0,0,0,0,0,0
4277212,0,0,0,0,0,0,0,0,0,0
4332186,0,0,0,0,0,0,0,0,0,0
4437291,0.635514019,1,0,0,0,0,0,0,1,0
4626668,0,0,0,0,0,0,0,0,0,0
4626696,0,0,0,0,0,0,0,0,0,0
4647663,0,0,0,0,0,0,0,0,0,0
4741971,0,0,0,0,0,0,0,0,0,0
4792801,0,0,0,0,0,0,0,0,0,0
4820628,0.336448598,0,1,0,0,0,0,0,1,0
4832317,0.256341789,1,0,0,0,0,0,0,0,1
4867169,0,0,0,0,0,0,0,0,0,0
4962462,0,0,0,0,0,0,0,0,0,0
4966373,0.635514019,0,1,0,0,0,0,0,1,0
5039123,0.386292835,1,0,0,0,0,0,0,1,0
5138122,0,0,0,0,0,0,0,0,0,0
5143934,0,0,0,0,0,0,0,0,0,0
5469714,0,0,0,0,0,0,0,0,0,0
6029803,0,0,0,0,0,0,0,0,0,0
6186806,0,0,0,0,0,0,0,0,0,0
6191394,0,0,0,0,0,0,0,0,0,0
6192291,0.598130841,1,0,0,0,0,0,0,1,0
6212236,0,0,0,0,0,0,0,0,0,0
6220699,0,0,0,0,0,0,0,0,0,0
6239894,0.180685358,0,0,1,0,0,0,0,0,1
6291139,0,0,0,0,0,0,0,0,0,0
6293467,0,0,0,0,0,0,0,0,0,0
6297933,0.323987539,1,0,0,0,0,0,0,1,0
6299328,0.240320427,1,0,0,0,0,0,0,0,1
6310318,0,0,0,0,0,0,0,0,0,0
6316840,0.386292835,1,0,0,0,0,0,0,1,0
6317384,0,0,0,0,0,0,0,0,0,0
6318669,0,0,0,0,0,0,0,0,0,0
6323362,0,0,0,0,0,0,0,0,0,0
6339222,0,0,0,0,0,0,0,0,0,0
6411892,0.548286604,1,0,0,0,0,0,0,1,0
6648648,0,0,0,0,0,0,0,0,0,0
6732119,0,0,0,0,0,0,0,0,0,0
6797263,0.635514019,1,0,0,0,0,0,0,1,0
6866710,0,0,0,0,0,0,0,0,0,0
6867479,0,0,0,0,0,0,0,0,0,0
6881243,0.598130841,1,0,0,0,0,0,0,1,0
6921364,0.598130841,0,1,0,0,0,0,0,1,0
6934131,0,0,0,0,0,0,0,0,0,0
6992322,0,0,0,0,0,0,0,0,0,0
7116197,0.386292835,1,0,0,0,0,0,0,1,0
7177821,0,0,0,0,0,0,0,0,0,0
7199729,0.598130841,1,0,0,0,0,0,0,1,0
7199919,0,0,0,0,0,0,0,0,0,0
7212497,0,0,0,0,0,0,0,0,0,0
7239624,0,0,0,0,0,0,0,0,0,0
7266626,0.77258567,0,1,0,0,0,0,1,0,0
7311123,0,0,0,0,0,0,0,0,0,0
7319934,0,0,0,0,0,0,0,0,0,0
7329961,0,0,0,0,0,0,0,0,0,0
7336962,0,0,0,0,0,0,0,0,0,0
7339637,0,0,0,0,0,0,0,0,0,0
7391821,0.735202492,1,0,0,0,0,0,0,1,0
7481936,0.874766355,1,0,0,0,0,0,1,0,0
7629892,0,0,0,0,0,0,0,0,0,0
7647191,0.168224299,1,0,0,0,0,0,0,0,1
7679793,0,0,0,0,0,0,0,0,0,0
7690119,0,0,0,0,0,0,0,0,0,0
7692719,0,0,0,0,0,0,0,0,0,0
7732216,0.598130841,1,0,0,0,0,0,0,1,0
7762609,0.256341789,1,0,0,0,0,0,0,0,1
7810768,0.386292835,1,0,0,0,0,0,0,1,0
7826974,0,0,0,0,0,0,0,0,0,0
7834326,0,0,0,0,0,0,0,0,0,0
7891960,0.299065421,0,1,0,0,0,0,0,1,0
7893141,0.256341789,1,0,0,0,0,0,0,0,1
7909317,0,0,0,0,0,0,0,0,0,0
7992225,0,0,0,0,0,0,0,0,0,0
8116286,0,0,0,0,0,0,0,0,0,0
8168867,0,0,0,0,0,0,0,0,0,0
8172333,0,0,0,0,0,0,0,0,0,0
8213811,0,0,0,0,0,0,0,0,0,0
8222991,0,0,0,0,0,0,0,0,0,0
8292287,0.735202492,0,1,0,0,0,0,1,0,0
8318731,0,0,0,0,0,0,0,0,0,0
8319594,0,0,0,0,0,0,0,0,0,0
8319622,0.598130841,1,0,0,0,0,0,0,1,0
8328382,0.323987539,0,0,1,0,0,0,0,1,0
8352971,0,0,0,0,0,0,0,0,0,0
8389337,0,0,0,0,0,0,0,0,0,0
8419598,0,0,0,0,0,0,0,0,0,0
8422408,0,0,0,0,0,0,0,0,0,0
8437622,0.336448598,0,1,0,0,0,0,0,1,0
8472384,0,0,0,0,0,0,0,0,0,0
8526749,0.598130841,0,1,0,0,0,0,0,1,0
8604592,0,0,0,0,0,0,0,0,0,0
8681863,0.598130841,1,0,0,0,0,0,0,1,0
8829216,0,0,0,0,0,0,0,0,0,0
8838341,0,0,0,0,0,0,0,0,0,0
8910889,0,0,0,0,0,0,0,0,0,0
8929741,0,0,0,0,0,0,0,0,0,0
8962828,0,0,0,0,0,0,0,0,0,0
9098922,0,0,0,0,0,0,0,0,0,0
9115471,0.256341789,1,0,0,0,0,0,0,0,1
9169941,0,0,0,0,0,0,0,0,0,0
9222676,0,0,0,0,0,0,0,0,0,0
9246832,0,0,0,0,0,0,0,0,0,0
9259734,0,0,0,0,0,0,0,0,0,0
9266219,0,0,0,0,0,0,0,0,0,0
9279962,0,0,0,0,0,0,0,0,0,0
9291224,0,0,0,0,0,0,0,0,0,0
9313662,0,0,0,0,0,0,0,0,0,0
9326628,0.739356179,1,0,0,0,0,0,0,1,0
9328894,0.523364486,1,0,0,0,0,0,0,1,0
9374680,0.240320427,1,0,0,0,0,0,0,0,1
9378831,0,0,0,0,0,0,0,0,0,0
9392239,0,0,0,0,0,0,0,0,0,0
9423246,0,0,0,0,0,0,0,0,0,0
9477172,0.234979973,0,0,0,0,1,0,0,0,1
9485142,0,0,0,0,0,0,0,0,0,0
9492192,0,0,0,0,0,0,0,0,0,0
9496031,0.256341789,1,0,0,0,0,0,0,0,1
9522484,0,0,0,0,0,0,0,0,0,0
9592294,0,0,0,0,0,0,0,0,0,0
9712833,0,0,0,0,0,0,0,0,0,0
9732136,0.666666667,1,0,0,0,0,0,0,1,0
9744976,0,0,0,0,0,0,0,0,0,0
9784846,0.234979973,1,0,0,0,0,0,0,0,1
9793316,0.831775701,1,0,0,0,0,0,1,0,0
9827702,0,0,0,0,0,0,0,0,0,0
9829717,0,0,0,0,0,0,0,0,0,0
9918218,0,0,0,0,0,0,0,0,0,0
9922479,0,0,0,0,0,0,0,0,0,0
9931098,0,0,0,0,0,0,0,0,0,0
9958823,0,0,0,0,0,0,0,0,0,0
9977752,0.735202492,1,0,0,0,0,0,0,1,0
9997313,0,0,0,0,0,0,0,0,0,0
10101222,0,0,0,0,0,0,0,0,0,0
10131033,0,0,0,0,0,0,0,0,0,0
10133672,0.174454829,1,0,0,0,0,0,0,0,1
10236212,0.386292835,1,0,0,0,0,0,0,1,0
10238793,0,0,0,0,0,0,0,0,0,0
10279269,0.386292835,0,1,0,0,0,0,0,1,0
10283171,0.77258567,1,0,0,0,0,0,1,0,0
10289531,0,0,0,0,0,0,0,0,0,0
10299922,0,0,0,0,0,0,0,0,0,0
10360999,0,0,0,0,0,0,0,0,0,0
10369423,0.14953271,0,0,1,0,0,0,0,0,1
10389192,0.174454829,1,0,0,0,0,0,0,0,1
10399043,0.256341789,0,0,0,1,0,0,0,1,0
10419432,0,0,0,0,0,0,0,0,0,0
10481866,0,0,0,0,0,0,0,0,0,0
10491319,0,0,0,0,0,0,0,0,0,0
10499910,0,0,0,0,0,0,0,0,0,0
10619223,0,0,0,0,0,0,0,0,0,0
10643323,0.448598131,1,0,0,0,0,0,0,1,0
10677220,0.666666667,1,0,0,0,0,0,0,1,0
10682233,0.256341789,0,1,0,0,0,0,0,0,1
10729734,0,0,0,0,0,0,0,0,0,0
10813922,0,0,0,0,0,0,0,0,0,0
10837164,0.386292835,0,0,0,1,0,0,0,1,0
10839712,0,0,0,0,0,0,0,0,0,0
10862996,0,0,0,0,0,0,0,0,0,0
10947478,0.498442367,1,0,0,0,0,0,0,1,0
10981267,0,0,0,0,0,0,0,0,0,0
11004262,0,0,0,0,0,0,0,0,0,0
11068133,0.91588785,1,0,0,0,0,0,1,0,0
11080310,0,0,0,0,0,0,0,0,0,0
11080900,0.735202492,1,0,0,0,0,0,0,1,0
11093142,0,0,0,0,0,0,0,0,0,0
11096221,0,0,0,0,0,0,0,0,0,0
11113018,0,0,0,0,0,0,0,0,0,0
11113927,0,0,0,0,0,0,0,0,0,0
11122377,0,0,0,0,0,0,0,0,0,0
11123921,0.386292835,1,0,0,0,0,0,0,1,0
11132144,0.831775701,1,0,0,0,0,0,1,0,0
11142232,0,0,0,0,0,0,0,0,0,0
11160339,0,0,0,0,0,0,0,0,0,0
11172967,0,0,0,0,0,0,0,0,0,0
11191227,0,0,0,0,0,0,0,0,0,0
11192237,0,0,0,0,0,0,0,0,0,0
11204229,0.386292835,1,0,0,0,0,0,0,1,0
11212338,0,0,0,0,0,0,0,0,0,0
11222063,0,0,0,0,0,0,0,0,0,0
11226268,0.77258567,1,0,0,0,0,0,1,0,0
11270819,0,0,0,0,0,0,0,0,0,0
11272927,0.666666667,1,0,0,0,0,0,0,1,0
11273068,0,0,0,0,0,0,0,0,0,0
11273826,0,0,0,0,0,0,0,0,0,0
11290927,0,0,0,0,0,0,0,0,0,0
11291829,0,0,0,0,0,0,0,0,0,0
11292098,0,0,0,0,0,0,0,0,0,0
11292262,0.666666667,1,0,0,0,0,0,0,1,0
11292796,0.386292835,1,0,0,0,0,0,0,1,0
11292928,0,0,0,0,0,0,0,0,0,0
11294236,0.635514019,1,0,0,0,0,0,0,1,0
11294287,0,0,0,0,0,0,0,0,0,0
11298699,0,0,0,0,0,0,0,0,0,0
11299449,0,0,0,0,0,0,0,0,0,0
11299815,0.299065421,0,1,0,0,0,0,0,1,0
11313837,0.174454829,1,0,0,0,0,0,0,0,1
11322433,0,0,0,0,0,0,0,0,0,0
11327424,0,0,0,0,0,0,0,0,0,0
11333767,0,0,0,0,0,0,0,0,0,0
11341931,0,0,0,0,0,0,0,0,0,0
11380232,0.666666667,0,1,0,0,0,0,1,0,0
11391081,0.523364486,0,1,0,0,0,0,0,1,0
11412913,0,0,0,0,0,0,0,0,0,0
11413984,0,0,0,0,0,0,0,0,0,0
11437942,0.874766355,1,0,0,0,0,0,1,0,0
11439262,0.323987539,1,0,0,0,0,0,0,1,0
11461772,0,0,0,0,0,0,0,0,0,0
11471732,0.174454829,0,1,0,0,0,0,0,0,1
11476774,0.234979973,1,0,0,0,0,0,0,0,1
11497937,0,0,0,0,0,0,0,0,0,0
11519928,0,0,0,0,0,0,0,0,0,0
11526969,0,0,0,0,0,0,0,0,0,0
11592349,0,0,0,0,0,0,0,0,0,0
11604210,0,0,0,0,0,0,0,0,0,0
11609691,0,0,0,0,0,0,0,0,0,0
11620148,0,0,0,0,0,0,0,0,0,0
11712029,0,0,0,0,0,0,0,0,0,0
11741971,0,0,0,0,0,0,0,0,0,0
11749911,0.256341789,1,0,0,0,0,0,0,0,1
11766781,0,0,0,0,0,0,0,0,0,0
11772278,0,0,0,0,0,0,0,0,0,0
11786046,0,0,0,0,0,0,0,0,0,0
11793897,0,0,0,0,0,0,0,0,0,0
11820469,0,0,0,0,0,0,0,0,0,0
11828892,0.256341789,0,0,0,1,0,0,0,1,0
11844411,0,0,0,0,0,0,0,0,0,0
11877304,0,0,0,0,0,0,0,0,0,0
11881234,0.386292835,1,0,0,0,0,0,0,1,0
11912797,0,0,0,0,0,0,0,0,0,0
11921309,0,0,0,0,0,0,0,0,0,0
11944127,0,0,0,0,0,0,0,0,0,0
11965210,0,0,0,0,0,0,0,0,0,0
11967936,0,0,0,0,0,0,0,0,0,0
11992688,0,0,0,0,0,0,0,0,0,0
11993291,0.386292835,1,0,0,0,0,0,0,1,0
11996722,0.386292835,0,1,0,0,0,0,0,1,0
11997299,0.386292835,0,0,0,0,1,0,0,1,0
12018268,0,0,0,0,0,0,0,0,0,0
12019083,0.256341789,1,0,0,0,0,0,0,0,1
12062819,0,0,0,0,0,0,0,0,0,0
12066833,0,0,0,0,0,0,0,0,0,0
12087822,0,0,0,0,0,0,0,0,0,0
12106842,0.386292835,0,0,1,0,0,0,0,1,0
12114782,0,0,0,0,0,0,0,0,0,0
12116874,0,0,0,0,0,0,0,0,0,0
12123961,0.256341789,0,0,1,0,0,0,0,0,1
12124972,0.234979973,1,0,0,0,0,0,0,0,1
12139707,0,0,0,0,0,0,0,0,0,0
12149820,0,0,0,0,0,0,0,0,0,0
12162934,0.874766355,1,0,0,0,0,0,1,0,0
12167047,0.299065421,0,1,0,0,0,0,0,1,0
12179229,0,0,0,0,0,0,0,0,0,0
12179623,0,0,0,0,0,0,0,0,0,0
12181299,0,0,0,0,0,0,0,0,0,0
12190102,0,0,0,0,0,0,0,0,0,0
12191479,0,0,0,0,0,0,0,0,0,0
12192841,0.234979973,1,0,0,0,0,0,0,0,1
12199193,0.323987539,1,0,0,0,0,0,0,1,0
12210894,0,0,0,0,0,0,0,0,0,0
12212922,0,0,0,0,0,0,0,0,0,0
12218222,0,0,0,0,0,0,0,0,0,0
12219214,0,0,0,0,0,0,0,0,0,0
12221634,0,0,0,0,0,0,0,0,0,0
12221767,0,0,0,0,0,0,0,0,0,0
12223222,0,0,0,0,0,0,0,0,0,0
12223942,0,0,0,0,0,0,0,0,0,0
12229023,0,0,0,0,0,0,0,0,0,0
12230972,0,0,0,0,0,0,0,0,0,0
12231762,0,0,0,0,0,0,0,0,0,0
12239230,0,0,0,0,0,0,0,0,0,0
12241491,0,0,0,0,0,0,0,0,0,0
12243216,0,0,0,0,0,0,0,0,0,0
12263711,0,0,0,0,0,0,0,0,0,0
12264326,0,0,0,0,0,0,0,0,0,0
12272898,0,0,0,0,0,0,0,0,0,0
12283326,0,0,0,0,0,0,0,0,0,0
12292933,0,0,0,0,0,0,0,0,0,0
12293712,0,0,0,0,0,0,0,0,0,0
12296141,0.598130841,0,0,0,1,0,0,1,0,0
12297119,0,0,0,0,0,0,0,0,0,0
12299241,0,0,0,0,0,0,0,0,0,0
12299622,0,0,0,0,0,0,0,0,0,0
12312492,0.598130841,1,0,0,0,0,0,0,1,0
12321183,0.256341789,0,0,0,1,0,0,0,1,0
12321942,0,0,0,0,0,0,0,0,0,0
12322222,0.498442367,1,0,0,0,0,0,0,1,0
12323442,0.386292835,1,0,0,0,0,0,0,1,0
12329128,0.386292835,1,0,0,0,0,0,0,1,0
12331291,0.836448598,1,0,0,0,0,0,1,0,0
12336796,0,0,0,0,0,0,0,0,0,0
12337429,0.386292835,1,0,0,0,0,0,0,1,0
12339174,0,0,0,0,0,0,0,0,0,0
12339847,0,0,0,0,0,0,0,0,0,0
12342292,0,0,0,0,0,0,0,0,0,0
12342619,0,0,0,0,0,0,0,0,0,0
12360624,0.735202492,1,0,0,0,0,0,0,1,0
12361291,0,0,0,0,0,0,0,0,0,0
12371862,0.598130841,1,0,0,0,0,0,0,1,0
12377227,0,0,0,0,0,0,0,0,0,0
12382684,0.386292835,1,0,0,0,0,0,0,1,0
12383422,0.498442367,1,0,0,0,0,0,0,1,0
12391621,0,0,0,0,0,0,0,0,0,0
12393016,0,0,0,0,0,0,0,0,0,0
12393722,0,0,0,0,0,0,0,0,0,0
12394919,0,0,0,0,0,0,0,0,0,0
12398669,0,0,0,0,0,0,0,0,0,0
12399262,0,0,0,0,0,0,0,0,0,0
12421447,0,0,0,0,0,0,0,0,0,0
12427227,0.641744548,0,1,0,0,0,0,1,0,0
12433276,0.620560748,1,0,0,0,0,0,0,1,0
12433426,0,0,0,0,0,0,0,0,0,0
12488432,0,0,0,0,0,0,0,0,0,0
12492777,0.743509865,1,0,0,0,0,0,0,1,0
12493740,0,0,0,0,0,0,0,0,0,0
12591972,0,0,0,0,0,0,0,0,0,0
12599612,0,0,0,0,0,0,0,0,0,0
12614743,0.735202492,1,0,0,0,0,0,0,1,0
12622221,0,0,0,0,0,0,0,0,0,0
12630008,0,0,0,0,0,0,0,0,0,0
12642362,0,0,0,0,0,0,0,0,0,0
12642930,0,0,0,0,0,0,0,0,0,0
12672769,0,0,0,0,0,0,0,0,0,0
12683499,0.386292835,1,0,0,0,0,0,0,1,0
12692932,0.386292835,1,0,0,0,0,0,0,1,0
12698122,0.256341789,1,0,0,0,0,0,0,0,1
12710322,0,0,0,0,0,0,0,0,0,0
12712167,0.735202492,1,0,0,0,0,0,0,1,0
12713643,0.635514019,1,0,0,0,0,0,0,1,0
12713792,0,0,0,0,0,0,0,0,0,0
12722233,0,0,0,0,0,0,0,0,0,0
12728293,0.77258567,1,0,0,0,0,0,1,0,0
12729982,0.666666667,1,0,0,0,0,0,0,1,0
12732372,0,0,0,0,0,0,0,0,0,0
12762779,0.735202492,1,0,0,0,0,0,0,1,0
12799206,0.498442367,1,0,0,0,0,0,0,1,0
12799328,0,0,0,0,0,0,0,0,0,0
12812493,0,0,0,0,0,0,0,0,0,0
12814492,0.386292835,0,0,1,0,0,0,0,1,0
12821209,0.386292835,1,0,0,0,0,0,0,1,0
12822320,0,0,0,0,0,0,0,0,0,0
12824882,0,0,0,0,0,0,0,0,0,0
12843430,0,0,0,0,0,0,0,0,0,0
12862813,0.386292835,1,0,0,0,0,0,0,1,0
12883799,0,0,0,0,0,0,0,0,0,0
12884349,0.256341789,0,1,0,0,0,0,0,0,1
12889913,0.498442367,1,0,0,0,0,0,0,1,0
12890212,0,0,0,0,0,0,0,0,0,0
12893819,0.386292835,1,0,0,0,0,0,0,1,0
12893932,0,0,0,0,0,0,0,0,0,0
12894339,0,0,0,0,0,0,0,0,0,0
12896389,0,0,0,0,0,0,0,0,0,0
12902179,0.323987539,1,0,0,0,0,0,0,1,0
12911833,0,0,0,0,0,0,0,0,0,0
12912329,0.598130841,1,0,0,0,0,0,0,1,0
12923791,0,0,0,0,0,0,0,0,0,0
12926364,0.598130841,1,0,0,0,0,0,0,1,0
12934842,0,0,0,0,0,0,0,0,0,0
12938161,0,0,0,0,0,0,0,0,0,0
12938922,0,0,0,0,0,0,0,0,0,0
12939339,0,0,0,0,0,0,0,0,0,0
12942114,0,0,0,0,0,0,0,0,0,0
12962078,0,0,0,0,0,0,0,0,0,0
12962787,0,0,0,0,0,0,0,0,0,0
12972791,0,0,0,0,0,0,0,0,0,0
12977889,0,0,0,0,0,0,0,0,0,0
12978433,0,0,0,0,0,0,0,0,0,0
12988439,0,0,0,0,0,0,0,0,0,0
12991937,0,0,0,0,0,0,0,0,0,0
12992112,0,0,0,0,0,0,0,0,0,0
12994599,0,0,0,0,0,0,0,0,0,0
12999173,0,0,0,0,0,0,0,0,0,0
13044383,0,0,0,0,0,0,0,0,0,0
13049738,0.859813084,1,0,0,0,0,0,1,0,0
13059942,0,0,0,0,0,0,0,0,0,0
13061319,0,0,0,0,0,0,0,0,0,0
13083383,0,0,0,0,0,0,0,0,0,0
13108213,0,0,0,0,0,0,0,0,0,0
13113427,0,0,0,0,0,0,0,0,0,0
13117099,0,0,0,0,0,0,0,0,0,0
13119364,0,0,0,0,0,0,0,0,0,0
13122083,0,0,0,0,0,0,0,0,0,0
13123229,0.323987539,0,0,0,0,1,0,0,1,0
13138123,0.256341789,1,0,0,0,0,0,0,0,1
13139320,0.037383178,1,0,0,0,0,0,0,0,1
13158927,0.386292835,1,0,0,0,0,0,0,1,0
13173921,0,0,0,0,0,0,0,0,0,0
13187960,0,0,0,0,0,0,0,0,0,0
13192062,0.598130841,1,0,0,0,0,0,0,1,0
13206393,0,0,0,0,0,0,0,0,0,0
13216722,0,0,0,0,0,0,0,0,0,0
13223488,0.256341789,1,0,0,0,0,0,0,0,1
13223841,0,0,0,0,0,0,0,0,0,0
13239414,0,0,0,0,0,0,0,0,0,0
13239422,0,0,0,0,0,0,0,0,0,0
13243693,0.386292835,1,0,0,0,0,0,0,1,0
13259722,0.336448598,1,0,0,0,0,0,0,1,0
13261083,0,0,0,0,0,0,0,0,0,0
13261944,0,0,0,0,0,0,0,0,0,0
13293683,0,0,0,0,0,0,0,0,0,0
13317337,0.174454829,1,0,0,0,0,0,0,0,1
13321921,0.822429907,1,0,0,0,0,0,1,0,0
13322149,0,0,0,0,0,0,0,0,0,0
13323229,0,0,0,0,0,0,0,0,0,0
13329648,0,0,0,0,0,0,0,0,0,0
13331214,0.256341789,1,0,0,0,0,0,0,0,1
13331626,0.598130841,1,0,0,0,0,0,0,1,0
13332714,0,0,0,0,0,0,0,0,0,0
13364203,0.598130841,0,0,1,0,0,0,0,1,0
13370226,0.598130841,1,0,0,0,0,0,0,1,0
13383912,0,0,0,0,0,0,0,0,0,0
13389422,0.15576324,0,0,1,0,0,0,0,0,1
13394931,0,0,0,0,0,0,0,0,0,0
