学号,单次消费平均值
87943322,4.306147651006657
19132372,2.6469581605729937
67820349,3.7357051691129377
89849423,3.2557318478678834
81232692,4.5325473264696425
21291139,3.890732984293206
12331291,3.5374388777555335
33029233,4.267773641102021
29282923,4.606159207630281
12732372,2.9639355961705807
73391194,3.1497643519679936
22721272,3.347988439306383
39223102,3.7563736749116776
32691722,4.3110071474983975
1922291,3.242007561436707
12293712,4.219999999999999
93032929,4.373051113201641
29960312,4.655947010383142
99625698,2.932687757909293
61224269,6.5376608841634445
72214922,2.1279812416257515
42269182,2.3330480868666585
42206292,2.701925411968887
22389692,3.0734065636019117
22027262,5.238813640730088
98782242,3.6806626506024696
62697314,4.307874251497003
34769792,2.583758754863811
89819122,3.8459064688915725
29727429,6.32179916317992
77804792,3.549390191897743
22143296,3.6205334190231837
48409636,3.8356762860727978
86222192,4.465605858854873
21023234,2.348210050818834
71313343,2.713692551505587
42222997,2.683632075471739
41996613,3.753005093378614
7481936,4.760708870356333
16192212,3.4784845762204863
99292792,3.482471482889757
46170317,2.8731270455221964
37173309,3.421666138739312
99262847,4.544872149274395
22233892,3.1071297672115703
19789972,3.059304202616255
99834911,4.109106648199541
37212339,4.2937799315849805
46028329,4.508829059829069
49346514,3.461664238892963
18114082,3.2585922933500004
67921713,3.304206798866883
95622792,3.6083156779661305
23096207,2.801325607688031
13139320,3.262767154105786
66791433,4.782284160435128
16207292,3.2860332640333376
11299449,3.172632508833994
93122312,3.757405607476663
21311392,3.5424544994945135
62263956,3.731373451327476
28733921,4.0395828437132995
31821332,3.729097716211216
23231469,6.809831293417147
38933320,3.6809467787115366
38372233,3.9943378868135
22862362,4.60820077594569
63299272,3.9123936816525524
33120893,3.684836184401326
21289165,3.993388786198452
73629060,3.5937532299741703
82341720,6.061561686621615
61831661,2.449702329594498
13579792,4.172978723404273
33639409,4.743378238341961
32180994,3.1670049393803494
76916713,5.37162714097507
17292729,3.331098630137002
39699322,5.2080748976009605
25971937,4.315566872152306
39488246,4.205666977611995
91392122,3.0978738317757597
96242633,5.460269853508097
26622992,3.217742845626796
17020822,4.2541498740554315
2687395,3.967689778840427
79624612,3.125541125541161
62792026,2.0775089285715196
22822940,4.126203756402992
26372896,2.8286848271822165
38129892,4.525609548167136
19393332,4.039928656361508
94229369,4.844560394412535
77192148,4.800444824636432
62294116,3.6843488481429376
17912992,4.969277195518672
61871022,3.5431273344652507
62094992,3.9303139427516576
26869329,3.5819077901431435
43121294,4.9651446028513675
83727621,3.4608819926500702
8319622,3.4237556008146943
87304642,2.943170851797149
90601284,3.129741346519614
63472392,3.496099348534211
94247139,3.1780782029950068
11313837,4.044428121720907
12883799,3.8504787424080735
29292121,2.3949465153970966
74102622,2.9493093985822156
11413984,4.689235716988322
92932219,4.881057744198646
43319461,4.557770390071029
44938032,3.7659536934950775
29607337,4.294094931617069
19222621,4.868734057628754
1696881,6.264153297682744
91209184,4.102045325779067
81220939,4.239508525576731
41717199,5.5225229077580975
29412624,4.536731780616123
72978293,3.55830320329845
64324239,4.477012487992354
22812004,3.859841269841325
21301381,4.263599493029201
8318731,3.266054075235148
48298644,3.892421289355393
94711679,3.6224977538185534
22301231,4.197312236286931
97703962,5.060848137535891
36324367,4.079536332179952
67199762,3.36543134435657
22623827,3.2662453151619064
69272935,3.2616871975363537
38212603,2.521326663766868
32132277,3.5995302271852663
23226243,2.932886825817918
80308639,3.559325282226342
82393391,3.905612478534637
28922622,4.536948881789152
65339247,3.6476937354988648
97829241,3.376349088202464
83021329,2.6537602927722377
32812222,2.5030862533692715
28277923,4.26576448497861
22291125,3.220500381970995
12890212,3.189220462850257
18268278,2.9027360594795653
20883633,1.7196243627583057
29298829,4.89647976596785
39431728,2.762374172185463
61688902,2.4985362694300877
69273292,3.9940701497990574
53642932,4.254681564245809
69840623,2.6021458254627796
33420634,3.8936358921162206
12934842,2.562511346444798
12938922,2.7518947718947726
92367023,4.363020684736114
19318826,4.067568944844172
71233324,4.136135458167343
22933944,3.975654875717024
29984237,4.459369684842473
32892246,4.081455351056621
14787291,3.9201116694584353
22149479,3.7546604938271684
93529131,4.2061324977618995
7690119,4.439772813328323
93236331,4.223457851239707
63103036,3.543230769230812
94986106,3.536220078599523
28860078,2.595976176641553
62902043,4.57040018613313
49291727,2.525399484536119
62166122,4.457370030581054
72263302,3.2080731618978846
93432920,3.7251940600742883
49612121,3.2142676412707734
26730967,3.490966183574918
42216037,4.123748605429555
14299216,4.129916550765005
68262283,2.694186707477154
18487398,2.696346808510654
11471732,3.035600624024999
12962078,4.589097056483716
79222119,3.510992907801479
97226923,3.045996370235954
22184303,5.456042074364011
73612917,4.412874671340925
47279932,4.081550819672128
26926939,4.094168138467055
13243693,5.430300092336106
43292064,4.946687254351529
29992226,4.075501909438139
7239624,3.0071201814059507
29223986,4.061222190118488
97889769,3.3517732793523156
28301293,1.9790081967213213
39432709,4.403416909621016
89147286,2.5635432826559565
22582822,3.4344732195409065
85331391,3.5756736480150484
61139123,2.669531396438614
99987324,5.781460823373193
73191720,3.5809905506680333
36219302,3.763771750255914
83141401,3.9517393939394037
63803999,3.56803571428573
91728804,3.64655575539574
70233937,3.158343750000055
71928722,3.7397043701799455
10837164,4.666411314083709
47111621,4.888511685116887
19891390,3.8169176882661886
6317384,4.5196314102564
98978252,3.974949715784904
3236611,3.3006234324615176
32812440,5.058430864836907
34212360,4.924399363564072
48263839,3.7412985118179596
22163819,5.142726860254116
56999112,3.753289652056036
79072770,2.4480705952737214
37294398,3.325955176093953
48432242,4.0376130895092075
34179314,4.112661075104885
12942114,4.969592430858835
29227674,4.703885672937759
72209131,3.97045849253216
66624992,3.8430157835400522
39126478,3.2039820942001
98110321,3.213732993197308
1399922,3.894053627760313
29292689,4.296014760147635
61212217,3.8447185863875166
84032611,4.214258409785965
80348014,4.09232088181265
4196561,5.3645945945946165
72263362,2.7256550703182865
12893932,4.031408292865193
12862813,4.1927168732126034
68322419,4.161085164835204
19729972,4.455556768559011
82706812,3.1684367598295293
98528937,3.66385977091293
89399422,3.032701786814595
46217374,3.6148079306072085
37380444,3.347184062576485
62611482,4.000254191454876
62629013,3.34214072970959
22222322,3.57709954522487
62129761,3.2536230825420134
33179394,2.914156671664216
71419608,3.437254237288249
22981779,5.628632610939125
66383266,3.061925683570978
78122299,4.221214780600534
36223297,3.7196584546472784
4186290,3.762982028632342
7177821,3.766555429864284
24337983,3.527950377562067
98494122,3.64094306671332
21392220,2.962077952571072
28923444,2.658265749457001
20667843,3.1293424962853424
19210632,2.6131464300121334
94939937,3.674161436918433
42223963,5.269430199430216
76951927,3.575733774286955
19121124,2.8037668010753047
44674648,2.6281834372217636
51699219,3.798991150442538
90008243,3.185122502827052
31941147,3.57783668093515
86399620,3.184470452801285
4126238,4.669999999999962
62922305,2.9706325000000438
12493740,5.952200282087449
44961703,3.4567772511848465
27901228,4.081191867852588
29658486,3.4784441233141328
17347217,3.3637414299706556
28146160,2.7412314635718817
29229937,4.0839810017271585
1932967,3.0740603146853505
32832213,2.0800203114421163
34222912,3.3444868995633747
27120209,2.756542955326467
21864360,3.3392986641221616
68281692,4.126569212410525
9374680,4.772178770949719
72926492,2.8006589785831975
35691836,3.1065637065637697
78953724,3.3440236991241834
72214862,3.573477760736235
82667923,4.437252336448656
22679223,1.2570133424563554
62129683,3.264751724137989
22981043,4.084142409314867
71271401,4.0988110749186095
23147624,2.4831270358306137
79233292,2.566781039971725
73293284,2.5334221482098247
19321909,3.3695883134130424
62499964,2.6105985146352295
88297211,5.069761273209585
96583396,3.773916000000028
97110022,1.7608240081383488
32442262,3.526397694524536
61224131,3.8096902281047873
23106424,5.127466666666678
25039893,3.9655967798390623
14309221,2.8593569844789366
32932027,4.415468066491703
29773127,5.072703296703298
10289531,3.8314025207830826
43642210,2.323927074601852
91233743,2.3685347758887687
22323444,2.7818814649147883
68320247,4.351068322981397
13992341,2.463868124118491
9259734,3.8235803136830797
89131792,3.838308217230639
29912377,4.026063432835861
3223921,4.869775880469614
26146582,3.444743447766735
49822298,3.827753694581275
66313631,4.37827715355806
38424323,3.8945773732119835
94908796,4.920521191294421
88865393,3.290027118644087
19323141,3.6756074506533767
22961761,4.065545344619071
12814492,3.844958609271539
26939895,3.873504873294394
33210929,3.8464178187404756
21142292,3.1273761118170604
16982891,3.0554897036665327
32987013,4.150905855710166
23283282,4.061232482932132
21997799,5.1680325914149945
79021974,3.320623401534505
33832121,3.416979343041051
12223222,4.375300870942232
2120391,4.05563223508463
24271321,4.299868959868992
23981132,5.151706231454074
71633662,3.5755619469026985
21237922,3.632398244213925
23719129,2.960369094488203
44241643,4.5502775057133835
42976171,2.5986887739580884
14332231,4.421192733017403
2193410,4.903293697978614
12087822,3.431966862640315
17332169,3.181351947097761
61232133,2.738192014356275
21833026,3.4761445341159667
11877304,2.905898897757517
25292846,3.1470278884462686
30612198,5.078465996908854
21961733,4.355308025308007
11944127,2.9143514259429635
24282284,3.88425436814307
62222322,3.472120022434127
2981712,1.884506556245732
9522484,3.0050095654551185
31123268,3.8409641567102146
79916133,2.6004045542635827
86665996,3.4757061068702706
22874932,2.3289493136219788
21907192,3.2869330453564114
23846995,4.016744186046564
40939838,3.6477564454197053
20894430,4.8987106537530405
30787978,4.782685344827648
33661173,4.8667758923347435
48182646,3.4935630320226934
81931276,3.7619849023090874
22842139,6.919446107784429
91677368,3.0769197707736793
21392127,2.3079133574008206
33460224,3.6944412331406955
18390992,3.281560172481437
73924917,4.488344226579499
90472103,2.6187432995830866
68708699,2.9220902527076267
16390083,4.3014636752137605
10677220,3.3276082771896056
81807282,4.759250087199204
14311489,2.607600767754325
90083127,3.31130422039862
23348117,4.595036656891522
63112323,2.5304381530165596
29222368,2.8092476601872445
61604116,3.3264919786096807
63332432,3.673110269360332
42842232,4.190106788710925
97199712,5.430370514820607
76278293,3.7168775933610116
31324928,3.374696969697011
79483184,3.7466528925620217
51282129,3.7487807881773723
63719632,3.2531309786607996
27278922,2.9808073654391163
39292272,3.200924564796919
79409122,4.036608665984375
37248732,2.2480900900901206
24461101,2.9590509962850806
48430292,3.3467549668874415
82946273,4.615906009941262
89432713,2.9023381818182012
79972162,3.41496325845058
33224288,5.316358620689689
76427222,2.9091899355630653
19395714,3.6056337625179333
11292262,4.848121883656535
94792073,4.405259526938297
72021162,2.4384596245194543
8168867,3.551196388261853
61628210,6.5058565955117755
29611020,4.453403019744525
36002427,2.6422203098106873
97995149,4.431715392743931
39207816,4.1546931549961
91965897,3.2922110739502357
94722671,3.855862785862831
97284727,3.2380473588343004
28188012,3.982940956651766
7732216,3.5845991298943782
38111133,4.984058610999601
69014149,4.09129775813078
32269321,3.9140884505250275
81692229,3.846915113871693
92228212,3.6568632406627484
71721219,3.231655518394638
94423321,2.9149885508668762
99182312,3.711275221953206
38324090,4.188546984572313
72723164,3.188894358197645
18141894,2.9759701965758136
33437872,3.0778369672943846
31477818,3.569322949777525
71972149,3.3111392405063276
77114026,2.782172452407616
92281864,4.554952380952402
93266252,2.723674176776436
99187447,3.347363726461897
87918729,2.1152767247915336
31830672,5.64169482288829
23922919,3.3756180344478404
23169239,4.562318840579801
18386234,3.580387235568324
27168423,3.7882549504950522
87992998,4.003190463434295
92997147,4.835224632068186
12162934,3.446305186455257
44720186,3.125193370165777
25932818,2.5832717678100767
36216274,3.9678019323672027
31148143,3.1058482265604184
3828939,2.7445181476846003
20222241,4.437355371900865
18937238,3.1714212265883486
18987262,2.6894473791141897
61039292,3.3183309638897045
37299254,3.755457413249063
33313383,3.088212121212173
91122699,3.5782949308756087
22972901,3.233840432724879
23484799,2.9724962518741003
49229193,4.074991334488797
22483294,3.1523337736680093
82897169,3.3980900985453193
77171998,5.715659001682524
37233272,4.177529411764728
27939818,3.121199261992625
28706177,4.492545330140291
21793810,2.9612299829642947
90985229,2.1695049916805518
82939312,3.9570117955439454
33272933,4.346549570647959
88937284,3.003000000000094
91789799,3.666525630593992
83798220,3.8967720685112543
91231222,3.5689588550984186
6291139,3.874684487291922
41081892,3.6591970558715703
36329031,4.511329966329979
31329179,2.835898926654771
75992273,4.233563402889278
26722697,3.639028925619882
37203119,2.746495341148206
19694172,4.611998851234991
41473963,4.282529932326941
98143248,3.507575655682594
34412292,3.8058776896942033
2671994,3.8308569685880127
29233429,2.1727609834744315
27182782,3.6594091279543974
39171633,4.9083778234086335
18083133,3.28840530141092
22963092,2.8310610200364406
1320292,3.388782961460539
13044383,3.615565780504504
72961319,4.010909090909092
11333767,4.443325399523992
2864496,1.8422177283451704
23624602,3.548147020443723
68846913,3.5508117297067656
99702141,3.395530346001199
37342872,2.8489511400651764
32127731,4.559256348246694
22926833,3.8400515109890483
93695947,5.14754541426675
90497348,2.45305957200699
33971882,4.009888392857208
92195932,3.922913333333346
6934131,3.2288069476082466
10131033,2.8084358075821005
12243216,4.587346456692963
11113018,5.078416414210964
11412913,2.700544554455526
19122939,3.3677926158680926
59026992,3.0879839883552
36234722,3.6543861003861218
3882319,4.16698712446355
30642912,3.5468495575221204
91922362,3.6718033573141744
73113264,3.7241210937500226
13364203,4.7545157571098935
32214819,3.456325780771594
20979031,4.16948301329394
31212897,3.384865023474231
43801362,2.9310532341156335
92322621,4.2019496449322515
91288300,3.5164370195151258
10133672,2.154515272244377
84317250,2.908985282726568
30149918,3.132509505703421
95869992,4.329658602150612
28317897,4.065687403993889
32871216,2.7996751900484322
24239332,3.904842663133553
32083779,3.7203525398029242
12902179,4.698386792452874
38219971,5.0312473925740795
19470974,5.0858167539267205
41960918,4.433881777108433
60738017,3.642993197278958
13321921,3.6148684743019266
42119171,4.971648079306091
19417999,2.7022137232846846
10399043,3.542585644372027
92822248,4.579877089478861
19292624,4.088101388440484
22704263,4.425839694656507
82962980,4.093426311407212
13206393,5.122007537688484
40899416,4.145725524475543
37673209,4.791360975609772
91226669,3.3496600361663607
93342322,2.6220007119971864
17119287,2.8362955254943842
23920970,4.81315762273903
62732327,4.042268518518536
42784122,2.3258758015525154
6186806,3.2963157894737254
83164217,5.032964584162385
61299711,3.0721413843888414
22292936,2.86534901365713
73721942,4.9970094876660385
29090446,4.08663385826773
38181182,3.862796440489441
82872958,2.8150856389987147
29799913,4.416597978227103
22663891,3.323962740764151
11272927,2.8890241187384555
92916912,3.479441986234079
79839897,5.1029249217935435
43813209,5.985633746501444
23069847,3.376516766311425
92672392,4.505332866152801
85211693,2.1347765957447
24646042,3.425745526839012
33173717,3.850016510732014
28833836,4.664994725738425
91294397,3.9465507384469087
58932489,2.815620477083963
68490109,3.410895330938988
3799912,4.069000799360534
12212922,3.7147406866325574
12762779,3.89565247732033
92377123,3.9597473200612705
89472322,3.3876449086162768
23622669,2.9902540336422936
91629601,3.106815689582495
87209223,5.308767942583744
23993957,2.6769735205260385
12821209,4.462862143241826
73281248,1.9487710577189399
14284812,4.741873886711836
73139407,4.010084821428614
39232205,3.796338368580084
71481299,4.306422287390082
32263969,3.3034699248120614
92321330,4.419503012048263
12710322,3.8694549929676945
41142811,3.314866643574687
22892204,3.2481260647359496
86611243,3.3727965403624833
32890665,3.2561368573497704
13983238,3.2009657124882915
92231071,2.8521125394131284
29622243,3.850697887970626
19892346,2.7903283983849563
65430399,2.3934477574543207
41922273,4.362895604395614
28726994,2.8174118502363097
17392462,3.3780437956204645
19137196,3.796780505158293
74133939,4.39704977375566
76033099,3.4555808159452304
59442099,3.0977723029046156
27792073,5.7365192418150635
2281224,4.327606783919616
82830223,5.480759493670885
12893819,3.719462462462532
63249792,4.966719706242363
24210642,3.38494573643416
30160266,4.129995525727098
21739714,3.4913029006182272
12018268,5.172191780821938
32951622,4.09253493013976
39144123,3.1803199777407203
49190683,4.264522382798758
22259802,3.923596096096115
32246107,3.1878002213614036
41976719,4.478230127360609
43973222,2.959654545454589
13629596,2.6319589743589784
80821262,3.2285999287496066
39082039,3.0393451864701135
13462624,4.597277017461089
62912129,2.90182721252264
47929261,3.737918165467659
13871132,3.4894086460032874
27926608,2.7442533936651947
67129324,3.5921997360316906
19916324,4.012319681043892
94623798,3.7614552417425156
19939712,3.9414409448818906
24626412,3.9622322394518927
44327336,3.290813507290885
26912496,3.7291581785500885
68985303,3.999810695693349
32789409,2.229194560669484
32918841,3.251166429587496
93223922,3.6920546218487527
66132493,4.64798143851509
29222221,4.1518047882136475
40489842,2.579467037671293
6866710,2.391062047101469
48240248,3.0018026499302657
12672769,3.178269111249247
34222436,3.742428350116237
77842293,3.364479727814097
71994233,3.556926866237219
60276804,3.2250396253602656
1370129,4.056701479547472
92944443,4.453529865125277
90987327,4.759037162162207
19893747,4.206657283603152
88248018,3.939913563829792
68593282,3.2829236912156907
89591303,4.275665620797875
13529984,3.5353362514923075
94320163,4.0110612128146395
24662222,3.525824301197965
98205217,2.8995190120247307
13216722,2.6102636309167213
64402617,3.225149530048433
12824882,5.3745368421052895
21248642,2.7137205456800904
23529122,3.4441492301619188
94391928,4.1166844444444814
32439993,3.8176603001365006
79096282,3.100095846645449
81396717,3.5700075075075404
23932614,3.6208877928483494
27278912,2.9910428849902777
76392701,2.8665241271087
32808723,3.903916811091908
18717917,3.285608058608066
94321418,4.021882428525573
66248823,3.052550418864402
62104874,2.46068218623484
39289281,4.290631935881681
63229938,2.3171872586873117
37484240,4.927077818951862
47273912,3.5534259879437884
22724962,4.247008327994888
63449331,3.4866309567787765
8213811,3.4387482946794585
32898289,3.9874037267081115
92292211,2.7657353809805034
67213321,3.85703084462384
57947297,3.6826809053236222
22139088,2.8890357142858183
83117664,2.9578393766856887
14219992,4.2204702750666225
94234922,4.0530516148506734
34117295,2.8200820120284464
32822167,2.1637468354430336
96670896,5.275840621963069
62670831,4.0979089184061
93523991,4.792862348178199
23927179,3.329895668669042
32949384,5.209560755336694
39297466,2.8882236126224807
23702626,4.213637647058855
96623724,3.768970470869929
32807043,4.483438961038966
51399169,3.0925010912265853
43829474,3.976230082855373
78632216,2.8209445018959745
92011227,5.732622377622391
11772278,1.5683135523047746
64292137,3.6196926503341538
89681969,3.2489358974359157
60032221,3.2551785714285533
92277234,2.3537050359712546
92609727,3.6509819494585205
93427870,2.0491054206851103
12106842,3.798149659863981
44332222,2.7868580877931493
37142193,2.298072897870824
96181451,4.88699179580677
24982667,4.129491525423729
32331299,5.1768064228367505
1968045,2.897656757431972
37898271,4.836007172743588
21822996,2.8054565422027444
24694241,3.621339100346058
33362222,4.461497923985967
92868940,2.584231664726431
62662393,2.3012123613312867
22111630,2.810026229508245
11226268,3.2534772462076975
82208273,3.487867399938913
78201810,4.797189126662857
67732262,2.0038098888463076
93911226,3.5771228887595035
2333228,3.4251517107812015
98373162,3.9915860597439656
23492239,4.747316482925527
19892703,6.8738483146067875
64292617,4.504057052297961
61221242,4.5623632538569545
11912797,3.8285726423109927
19657193,3.046847398338424
28438480,3.3456319599109547
4332186,3.305675605982565
14206722,2.7389336235038364
32972876,4.669034069636876
71174769,3.4559462662979628
89069352,2.923949019607861
14266228,4.139148328093787
46799262,4.198079385403391
39137219,4.300366492146613
30772688,3.3743247402847723
38922601,3.1237870049981664
32219953,3.12772202998849
77948397,3.183755001538976
92222213,3.006286804798231
87822920,2.8142615012106824
90277689,2.807127379209453
49763232,4.771100799999995
14123442,2.4186412284783807
27294271,4.514842700601003
14124274,5.153680124223642
43121263,4.405940959409606
83472633,3.345485781990571
97193292,3.280078640284203
81417639,4.153674210673392
97406266,4.592892617449694
84012223,3.6513261163735105
32471820,3.2834912800263987
92791117,3.371978609625665
52261799,3.8516651610960744
21384973,2.9381038312049252
29224773,2.8473623304070688
96369185,3.2344677661169494
87102840,3.1913940092166255
41607982,4.624258426966317
32122473,3.592806122448987
21092166,2.4647554806071
33708671,2.065091429830441
72914092,4.320818713450338
73794622,5.454002535925629
26629401,4.265530028214487
21929664,2.8704871206325495
42939727,4.12706776603973
36137432,3.1967888888890026
27022384,4.01372629121685
99473166,2.8295874083130013
33896012,2.0667046843177155
32069394,4.104684359701107
71981723,4.768995726495732
64488304,4.164495624136371
66849032,3.247668161435019
92423821,4.386537773003981
19142212,3.4803753753754045
37264260,4.2176296296296485
62328231,3.8959251449657573
37109199,1.957127704709391
38322767,2.587800361336962
3839607,1.5809384042993375
37312322,4.044269113149865
89029121,2.999006085192695
20724949,4.443324197337523
89801323,2.8707599082869923
29010893,3.165547588005228
79229711,3.924478379195667
3299292,4.20557647963109
15419429,3.025607605400998
34179138,4.39742367210374
73324678,2.1319497050605833
21643100,2.9457110404361613
31209068,4.280560885608909
97939272,3.6762115563839677
9592294,3.741260810195796
89026176,4.447207602339217
22002733,3.6558823529412163
7212497,4.063645116918857
20244380,4.157809749492264
31722091,3.5146437433534707
97363959,3.434191632231418
93112129,4.280773938084948
22272721,2.952306513409976
83310921,3.0715072765072975
70317833,2.339432534678452
80789389,3.829990056347402
38791993,4.857034405385267
69980471,4.122068252326857
79869526,3.2471082490034173
33296392,2.91341688389819
93697802,4.326370459321576
72085194,4.19236176715758
39614874,3.8374306625577934
32989420,6.661179374657162
34973611,2.5507971231645934
38111919,3.4302322512536585
21935232,2.9927291242363188
23182212,4.979922801213181
22933225,3.2757711778603475
72298113,4.459112954690507
68297966,4.175306013837192
71493256,3.361285361164567
1977923,3.8220000000000653
21496219,4.923126491646773
78179266,3.891968543886376
62399827,4.010493358633804
86779323,3.5580893300248637
70286630,4.130561128526673
22498273,4.290543252595193
97218923,4.035609839426059
22246229,4.55667386609075
79214920,3.7784046834980574
93438728,5.15103024260554
42724328,3.8163502269289458
2938630,3.0924682144831963
44708199,4.6964714714715345
17343122,3.4268049792531206
31912123,4.182612211888437
11609691,4.399548292324689
19006142,3.177292576419241
7391821,3.1375053229241403
7319934,3.7109951325040833
83624778,3.931800777744586
89272303,3.6299513233952427
69193837,2.9556996935648647
23314042,4.133439153439189
59181812,3.653493938452017
82387897,3.8834268899955675
81240724,4.357415129644527
46952316,4.401411483253631
64246483,3.354743502052077
82979161,3.931692307692326
26364033,3.9778377003307694
85816926,2.324146628948644
17724962,3.969637181409376
48932385,4.588615053763448
81912064,3.0509953434226267
34377297,4.608367215230779
42129983,3.285839532412348
54948311,4.824804202483316
18769130,3.3853282947567624
24120120,4.036900420757374
10643323,4.623414179104497
80116932,3.8926819059884443
52309946,4.637556253270565
41242419,5.096261146496835
23934223,4.571131484794293
17009389,3.6647404282933573
91998853,5.058188865398235
93113222,3.6656313497823048
97870814,3.267440112729037
35373392,4.101366837388026
27296365,3.9341492395437316
2863126,2.598470955978148
49904193,3.1309014539580455
43204236,3.3447174770039747
83249448,5.831678641410884
49961411,4.4905892047795914
31960482,4.222132105144761
27228980,4.0107991071429625
23072693,3.31524090767801
97894212,4.433794723527302
2482161,4.210460337032495
27712313,2.7752231121282276
28232379,4.6312462006079675
35799338,2.365813458262356
22928833,2.7785965630114906
22138109,4.352144087256096
63212917,3.758777817025858
3287203,3.425052548607535
36329079,5.9569670442842755
39338238,2.1098581336696802
59421280,4.100569417786326
24469378,4.060967498110395
35192919,5.189175968483336
78968226,4.24792073832796
73639245,3.1355247242974436
39896143,2.650825039287647
22678709,3.6817563336180203
18237843,2.723728506787337
